4.440000000000000000e+03	1.934990475083367523e+00	4.365603822711358606e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.400000000000000000e+03	1.908558238233369897e+00	4.433702748184510656e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.360000000000000000e+03	1.931777611291239261e+00	4.381579724593528957e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.320000000000000000e+03	1.843402791684557451e+00	4.297789370703938155e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.280000000000000000e+03	1.894642984245196837e+00	4.638613275498315591e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.240000000000000000e+03	1.928150998823578322e+00	4.289846788035671377e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.200000000000000000e+03	1.828461125805235676e+00	4.545658013339248099e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.160000000000000000e+03	1.673632769411404375e+00	4.537433190663910793e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.120000000000000000e+03	1.860395994914227469e+00	4.429829972474294553e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.080000000000000000e+03	1.771872512015461920e+00	4.364155816683180922e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.040000000000000000e+03	1.822469569003699608e+00	4.442422077650578366e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.000000000000000000e+03	1.800311582705587554e+00	4.497092036821759287e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.960000000000000000e+03	1.862815451801935085e+00	4.408679469489906050e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.920000000000000000e+03	1.828692683556019327e+00	4.462070275154817606e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.880000000000000000e+03	1.795879663837977702e+00	4.492912428951617576e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.840000000000000000e+03	1.791027162125106820e+00	4.568100018407945245e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.800000000000000000e+03	1.858354266607489258e+00	4.452031493995046302e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.760000000000000000e+03	1.856917161316686160e+00	4.415451480845924981e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.720000000000000000e+03	1.740204336329856050e+00	4.621086828426150539e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.680000000000000000e+03	1.867929501210394250e+00	4.398921979345839228e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.640000000000000000e+03	1.877176776068352204e+00	4.483679820000811139e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.600000000000000000e+03	1.967765062646938068e+00	4.535387180701576371e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
