1.030000000000000000e+03	6.999098344035842523e+00	4.744755496697743852e-02	1.933431239159424386e+00	1.071591475212025635e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.060000000000000000e+03	6.863582306067377736e+00	4.669850546743950503e-02	2.080649466154137706e+00	9.426042896061320731e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.090000000000000000e+03	6.743840094645119798e+00	4.435020527260890438e-02	1.479702188305843658e+00	9.399022201396393938e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.120000000000000000e+03	6.934691118469245907e+00	4.349736470192239191e-02	1.051758459836006576e+00	6.595281077214247556e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.150000000000000000e+03	6.866017360942465508e+00	4.422152429361058540e-02	2.268265194029029264e+00	6.583958094364807112e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.180000000000000000e+03	7.166055100440960501e+00	4.505653361600949619e-02	2.102751090652492660e+00	1.147328007065035599e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.210000000000000000e+03	7.194192663643084629e+00	4.520998905180886179e-02	1.606669725170534191e+00	7.916610923313016634e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.240000000000000000e+03	7.454882067917644406e+00	5.391438899783750072e-02	2.060308002169728425e+00	2.045511140376868320e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.270000000000000000e+03	7.050734677234712144e+00	4.918876281965331443e-02	2.001922242947481223e+00	1.122052201988628928e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.300000000000000000e+03	7.171808104517994664e+00	4.403933875602976389e-02	1.934869470078183440e+00	1.273525348212830033e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.330000000000000000e+03	6.949163236687257772e+00	4.500820377568920394e-02	1.406682059636045423e+00	2.035029453161097401e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.360000000000000000e+03	6.971314871227620280e+00	4.818420079668716410e-02	1.953745366464921807e+00	1.466413999576757776e-01	0.000000000000000000e+00	0.000000000000000000e+00
